Cluster,Occupation,Task Description
Operaciones comerciales y financieras,Asesores financieros personales,"Monitorear las tendencias del mercado financiero para garantizar que los planes de los clientes respondan.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Guiar a los clientes en la recopilación de información, como registros de cuentas bancarias, declaraciones de impuestos sobre la renta, registros de seguros de vida e invalidez, planes de pensiones o testamentos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Reclutar y mantener bases de clientes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Reúnase con otros asesores de los clientes, como abogados, contadores, funcionarios fiduciarios o banqueros de inversión, para comprender completamente los objetivos y circunstancias financieras de los clientes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Diseñar planes de liquidación de deuda que incluyan prioridades y cronogramas de pago.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Abra cuentas para clientes y desembolse fondos de cuentas a acreedores como agente de clientes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Recomendar inversiones ambientalmente responsables, como tecnologías, empresas o fondos limpios, energías alternativas o conservación.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Informar a los clientes sobre los beneficios fiscales, reembolsos gubernamentales u otros beneficios financieros de la compra de vehículos con combustible alternativo o de la construcción, mejora o remodelación de viviendas energéticamente eficientes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Asesores financieros personales,"Realizar seminarios o talleres sobre temas de planificación financiera, como planificación de jubilación, planificación patrimonial o evaluación de paquetes de indemnizaciones.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Asignar deberes o responsabilidades al personal del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Comunicarse con las partes interesadas clave para determinar los requisitos y objetivos del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Consultar con el personal del proyecto para identificar y resolver problemas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Cree presentaciones del estado del proyecto para entregarlas a los clientes o al personal del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Desarrollar o actualizar planes de proyecto que incluyan información como objetivos, tecnologías, cronogramas, financiación y dotación de personal.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Identifique las necesidades del proyecto, como recursos, personal o finanzas, revisando los objetivos y cronogramas del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Identificar, revisar o seleccionar proveedores o consultores para satisfacer las necesidades del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Monitorear los costos incurridos por el personal del proyecto para identificar problemas presupuestarios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Monitorear los hitos y entregables del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Supervisar el desempeño de los miembros del equipo del proyecto para proporcionar comentarios sobre el desempeño.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Negociar con los stakeholders del proyecto o proveedores para la obtención de recursos o materiales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Planificar, programar o coordinar las actividades del proyecto para cumplir con los plazos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Prepare y envíe estimaciones presupuestarias, informes de progreso o informes de seguimiento de costos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Producir y distribuir documentos del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Proponer, revisar o aprobar modificaciones a los planes del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Reclutar o contratar personal del proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Informe a los gerentes el estado del proyecto, como presupuesto, recursos, problemas técnicos o satisfacción del cliente.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Solicite y revise las actualizaciones del proyecto para garantizar que se cumplan los plazos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Programar o facilitar reuniones de proyecto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de proyectos,"Presentar los entregables del proyecto a los clientes, asegurando el cumplimiento de los estándares de calidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Monitorear y seguir las leyes y regulaciones aplicables.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Prepare órdenes de compra, solicite propuestas de ofertas y revise solicitudes de bienes y servicios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Negociar, renegociar y administrar contratos con proveedores, vendedores y otros representantes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Comprar mercancía de la más alta calidad al precio más bajo posible y en cantidades correctas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Analizar propuestas de precios, informes financieros y otros datos e información para determinar precios razonables.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Formular políticas y procedimientos para propuestas de licitaciones y adquisiciones de bienes y servicios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Contratar, capacitar o supervisar empleados de compras, compradores y expedidores.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Mantener y revisar registros computarizados o manuales de artículos comprados, costos, entregas, desempeño del producto e inventarios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Investigar y evaluar proveedores, en función del precio, la calidad, la selección, el servicio, el soporte, la disponibilidad, la confiabilidad, las capacidades de producción y distribución, y la reputación e historial del proveedor.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Consultar con el personal, los usuarios y los proveedores para discutir bienes o servicios defectuosos o inaceptables y determinar acciones correctivas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Evaluar y monitorear el desempeño del contrato para garantizar el cumplimiento de las obligaciones contractuales y determinar la necesidad de cambios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Supervise los envíos para garantizar que los productos lleguen a tiempo y resuelva los problemas relacionados con productos no entregados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Estudiar los registros de ventas y los niveles de inventario del stock actual para desarrollar programas de compras estratégicas que faciliten el acceso de los empleados a los suministros.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Redactar y revisar especificaciones de productos, manteniendo un conocimiento técnico práctico de los bienes o servicios a adquirir.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Revise catálogos, publicaciones periódicas de la industria, directorios, revistas comerciales y sitios de Internet y consulte con otro personal del departamento para localizar los bienes y servicios necesarios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Monitoree los cambios que afectan la oferta y la demanda, rastreando las condiciones del mercado, las tendencias de precios o los mercados de futuros.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Entreviste a proveedores y visite las plantas y centros de distribución de los proveedores para examinar y conocer productos, servicios y precios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Organizar el pago de derechos y fletes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Agentes de Compra, Excepto Mayoristas, Minoristas y Productos Agrícolas","Asista a reuniones, ferias comerciales, conferencias, convenciones y seminarios para establecer contactos con personas de otros departamentos de compras.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Coordinar los esfuerzos asociados con la preparación de documentos o presentaciones regulatorias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Comunicarse con las agencias reguladoras con respecto a estrategias previas a la presentación, posibles vías regulatorias, requisitos de pruebas de cumplimiento o aclaraciones y seguimiento de las presentaciones bajo revisión.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Preparar o dirigir la preparación de información o respuestas adicionales según lo soliciten las agencias reguladoras.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Coordinar, preparar o revisar presentaciones regulatorias para proyectos nacionales o internacionales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Preparar o mantener archivos técnicos según sea necesario para obtener y mantener la aprobación del producto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Interpretar las reglas regulatorias o los cambios de reglas y garantizar que se comuniquen a través de políticas y procedimientos corporativos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Determine los tipos de presentaciones reglamentarias o documentación interna que se requieren en situaciones como cambios de dispositivo propuestos o cambios de etiquetado.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Coordinar las actividades de retirada o retirada del mercado según sea necesario.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Asesorar a los equipos de proyecto sobre temas como requisitos reglamentarios previos a la comercialización, requisitos de exportación y etiquetado o cuestiones de cumplimiento de estudios clínicos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Revisar las reacciones adversas a los medicamentos y presentar todos los informes relacionados de acuerdo con las pautas de la agencia reguladora.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Revise los materiales promocionales de productos, el etiquetado, los registros de lotes, las hojas de especificaciones o los métodos de prueba para verificar el cumplimiento de las regulaciones y políticas aplicables.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Identificar documentos de orientación relevantes, estándares internacionales o estándares de consenso.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Proporcionar una revisión técnica de datos o informes que se incorporarán en las presentaciones reglamentarias para garantizar el rigor científico, la precisión y la claridad de la presentación.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Revisar los protocolos clínicos para garantizar la recopilación de los datos necesarios para las presentaciones regulatorias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Proporcionar asistencia de seguimiento previa, continua y posterior a la inspección a los inspectores gubernamentales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Mantener una base de conocimientos actualizada sobre regulaciones, estándares o documentos de orientación existentes y emergentes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Recomendar cambios en los procedimientos de la empresa en respuesta a cambios en regulaciones o estándares.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Participar en auditorías internas o externas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Recopilar y mantener bases de datos o sistemas de documentación regulatoria.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Redactar o actualizar procedimientos operativos estándar, instrucciones de trabajo o políticas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Obtener y distribuir información actualizada sobre leyes, directrices o estándares nacionales o internacionales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Desarrollar o realizar un seguimiento de métricas de calidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Desarrollar o llevar a cabo capacitación regulatoria para los empleados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Recomendar adjudicación de quejas sobre productos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Determinar los requisitos que se aplican al tratamiento, almacenamiento, envío o eliminación de desechos potencialmente peligrosos relacionados con la producción.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Dirigir la recolección y preparación de muestras de laboratorio según lo soliciten las agencias reguladoras.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Prepare respuestas a las solicitudes de información de los clientes, como datos de productos, declaraciones escritas de asuntos regulatorios, encuestas o cuestionarios.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Especializado en temas regulatorios relacionados con la agricultura, como el cultivo de cultivos biotecnológicos verdes o la regulación post-comercialización de cultivos genéticamente alterados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Determinar normativas o procedimientos relacionados con la gestión, recogida, reutilización, recuperación o reciclaje de residuos de envases.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Determinar las implicaciones legales de la producción, suministro o uso de sustancias que agotan la capa de ozono o de equipos que contengan dichas sustancias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Obtener autorizaciones para el uso de plásticos reciclados en el embalaje de productos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Asuntos Regulatorios,"Monitorear la legislación nacional o internacional sobre sustancias agotadoras de la capa de ozono o calentamiento global.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Gestione el seguimiento y la generación de informes de actividades relacionadas con la búsqueda y proporcione análisis a los ejecutivos de marketing.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Optimice los activos digitales, como texto, gráficos o activos multimedia, para la optimización de motores de búsqueda (SEO) o para su visualización y usabilidad en dispositivos conectados a Internet.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Recopile y analice métricas web, como visitas, tiempo en el sitio, vistas de página por visita, volumen de transacciones e ingresos, combinación de tráfico, tasas de clics, tasas de conversión, costo por adquisición o costo por clic.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Participar en el desarrollo o implementación de la estrategia de marketing online.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Optimice la exposición del sitio web analizando los patrones de los motores de búsqueda para dirigir la colocación en línea de palabras clave u otro contenido.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Coordine con los desarrolladores para optimizar la arquitectura del sitio web, la configuración del servidor o la construcción de páginas para el consumo de los motores de búsqueda y una visibilidad óptima.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Ayudar a configurar u optimizar herramientas de análisis para rastrear el comportamiento de los visitantes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Identifique indicadores clave de rendimiento (KPI) apropiados e informe métricas clave de campañas digitales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Crear estrategias de contenidos para medios digitales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Combine fuentes de datos secundarias con investigación de palabras clave para perfilar con mayor precisión y satisfacer la intención del usuario.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Colaborar con otro personal de marketing para integrar y complementar estrategias de marketing en múltiples canales de ventas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Optimice la experiencia del carrito de compras o las tasas de conversión del sitio web en comparación con indicadores clave de rendimiento (KPI).
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Mejore las actividades relacionadas con la búsqueda mediante análisis continuos, experimentación u pruebas de optimización, utilizando métodos A/B o multivariados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Llevar a cabo iniciativas de marketing en línea, como colocación de anuncios pagados, programas de afiliados, programas de patrocinio, promociones por correo electrónico o campañas de marketing viral en sitios web de redes sociales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Realice análisis de investigación de mercado para identificar tendencias de consultas de búsqueda, búsquedas en tiempo real y actividad de medios de noticias, temas populares de redes sociales, tendencias de comercio electrónico, oportunidades de mercado o desempeño de la competencia.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Proponer campañas online o multicanal de venta a los ejecutivos de marketing.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Evaluar nuevos medios o tecnologías emergentes y hacer recomendaciones para su aplicación dentro de campañas de marketing en Internet o marketing de búsqueda.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Comuníquese y colabore con comerciantes, webmasters, blogueros o editores en línea para colocar hipervínculos estratégicamente.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Identificar, evaluar o adquirir hardware o software para implementar campañas de marketing online.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Colaborar con personal de diseño web, multimedia o artístico para crear sitios web multimedia u otro contenido de Internet que se ajuste al formato visual de la marca y la empresa.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Manténgase al tanto de las regulaciones gubernamentales y la tecnología web emergente para garantizar el cumplimiento normativo revisando la literatura actual, hablando con colegas, participando en programas educativos, asistiendo a reuniones o talleres, o participando en organizaciones o conferencias profesionales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Comprar o negociar la colocación de listados en motores de búsqueda, directorios o tecnologías de mapeo digital locales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Coordine las ventas u otras estrategias promocionales con el personal de comercialización, operaciones o control de inventario para garantizar que los catálogos de productos estén actualizados, sean precisos y estén organizados para una mejor capacidad de búsqueda según la intención del usuario.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Ejecute o administre campañas de redes sociales para informar las tácticas de marketing de búsqueda.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Realizar modelos financieros para programas de marketing en línea o pronósticos de ingresos de sitios web.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Implementar procesos de atención al cliente en línea para garantizar experiencias de usuario positivas y consistentes.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Desarrollar aplicaciones web transaccionales, utilizando software de programación web y conocimiento de lenguajes de programación, como el lenguaje de marcado de hipertexto (HTML) y el lenguaje de marcado extensible (XML).
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Identificar y desarrollar especificaciones comerciales o técnicas, como usabilidad, precios, pago o seguridad de datos, para promover la funcionalidad del comercio transaccional habilitado por Internet.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Definir los requisitos del producto, basándose en análisis de investigación de mercado, en colaboración con el personal de ingeniería y diseño de interfaz de usuario.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Ejecute o administre campañas publicitarias de banner, video u otros enlaces que no sean de texto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Ayudar en la evaluación o negociación de contratos con proveedores o socios en línea.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Prepare diseños o prototipos de comercio electrónico, como guiones gráficos, maquetas u otros contenidos, utilizando software de diseño gráfico.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Colaborar en el desarrollo de transacciones en línea o políticas de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Ejecutar y gestionar comunicaciones con periodistas digitales o bloggers.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Resolver problemas de disponibilidad de productos en colaboración con el personal de atención al cliente.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Estrategas de marketing de búsqueda,"Identificar métodos para interconectar tecnologías de aplicaciones web con planificación de recursos empresariales u otro software del sistema.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Evaluar la naturaleza y el nivel de las amenazas a la seguridad física para poder determinar el alcance del problema.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Presupuestar y programar trabajos de diseño de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Realizar auditorías de seguridad para identificar posibles vulnerabilidades relacionadas con la seguridad física o la seguridad del personal.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Diseñar políticas, programas o prácticas de seguridad para garantizar una seguridad adecuada en relación con la respuesta de alarma, el uso de tarjetas de acceso y otras necesidades de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Diseñar, implementar o establecer requisitos para sistemas de seguridad, videovigilancia, detección de movimiento o sistemas de circuito cerrado de televisión para garantizar su adecuada instalación y funcionamiento.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Desarrollar diseños conceptuales de sistemas de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Desarrollar o revisar especificaciones para el diseño o construcción de sistemas de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Diseñar, instalar, mantener o reparar sistemas de seguridad, controles lógicos programables u otros sistemas electrónicos relacionados con la seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Inspeccione incendios, detección de intrusos u otros sistemas de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Inspeccionar las características, instalaciones o programas de diseño de seguridad física para garantizar el cumplimiento de las normas o regulaciones aplicables.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Entrevistar a testigos o sospechosos para identificar a las personas responsables de violaciones de seguridad o para establecer pérdidas, iniciar procesos u obtener restitución.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Monitoree cintas o grabaciones digitales para identificar la fuente de las pérdidas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Monitorear el trabajo de los contratistas en las fases de diseño, construcción y puesta en marcha de los sistemas de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Describir los criterios de seguridad del sistema para las reuniones previas a la licitación con clientes y empresas para garantizar la exhaustividad y la idoneidad de la implementación.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Realizar análisis de riesgos para que se puedan desarrollar contramedidas adecuadas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Preparar documentación para informes de casos o procedimientos judiciales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Preparar, mantener o actualizar procedimientos de seguridad, dibujos del sistema de seguridad o documentación relacionada.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Proporcionar recomendaciones de diseño e integración del sistema.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Recomendar mejoras en los sistemas o procedimientos de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Responder a situaciones de emergencia de guardia.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Revisar los dibujos de diseño o los documentos técnicos para verificar que estén completos, sean correctos o apropiados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Probar las medidas de seguridad para su aceptación final e implementar o proporcionar procedimientos para el seguimiento y evaluación continuos de las medidas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en gestión de seguridad,"Capacitar al personal en procedimientos de seguridad o uso de equipos de seguridad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Desarrollar metas, objetivos, iniciativas o estrategias de proyectos de sostenibilidad en colaboración con otros profesionales de la sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Monitorear o realizar un seguimiento de los indicadores de sostenibilidad, como el uso de energía, el uso de recursos naturales, la generación de residuos y el reciclaje.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Evaluar o proponer iniciativas de sostenibilidad, considerando factores como rentabilidad, viabilidad técnica y aceptación.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Proporcionar apoyo técnico o administrativo para programas o temas de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Revisar y revisar propuestas o políticas de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Desarrollar informes o presentaciones para comunicar la efectividad de las iniciativas de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Crear o mantener planes u otros documentos relacionados con proyectos de sostenibilidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Recopilar información sobre la gestión del flujo de residuos o las prácticas de construcción ecológica para informar a los tomadores de decisiones.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Especialistas en Sostenibilidad,"Investigar o revisar cuestiones regulatorias, técnicas o de mercado relacionadas con la sostenibilidad.
Ocupaciones relacionadas"
