Cluster,Occupation,Skills
Management,Natural Sciences Managers,"['Biology — Knowledge of plant and animal organisms, their tissues, cells, functions, interdependencies, and interactions with each other and the environment.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Chemistry — Knowledge of the chemical composition, structure, and properties of substances and of the chemical processes and transformations that they undergo. This includes uses of chemicals and their interactions, danger signs, production techniques, and disposal methods.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations']"
Management,"Personal Service Managers, All Other",[]
Management,Postmasters and Mail Superintendents,"['Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Production and Processing — Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Transportation — Knowledge of principles and methods for moving people or goods by air, rail, sea, or road, including the relative costs and benefits.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Psychology — Knowledge of human behavior and performance; individual differences in ability, personality, and interests; learning and motivation; psychological research methods; and the assessment and treatment of behavioral and affective disorders.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations']"
Management,"Property, Real Estate, and Community Association Managers","['Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Sales and Marketing — Knowledge of principles and methods for showing, promoting, and selling products or services. This includes marketing strategy and tactics, product demonstration, sales techniques, and sales control systems.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Building and Construction — Knowledge of materials, methods, and the tools involved in the construction or repair of houses, buildings, or other structures such as highways and roads.\nRelated occupations']"
Management,Public Relations Managers,[]
Management,Purchasing Managers,"['Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations']"
Management,Quality Control Systems Managers,"['Production and Processing — Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Chemistry — Knowledge of the chemical composition, structure, and properties of substances and of the chemical processes and transformations that they undergo. This includes uses of chemicals and their interactions, danger signs, production techniques, and disposal methods.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Engineering and Technology — Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations']"
Management,Regulatory Affairs Managers,"['English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Biology — Knowledge of plant and animal organisms, their tissues, cells, functions, interdependencies, and interactions with each other and the environment.\nRelated occupations', 'Medicine and Dentistry — Knowledge of the information and techniques needed to diagnose and treat human injuries, diseases, and deformities. This includes symptoms, treatment alternatives, drug properties and interactions, and preventive health-care measures.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations']"
Management,Sales Managers,"['Sales and Marketing — Knowledge of principles and methods for showing, promoting, and selling products or services. This includes marketing strategy and tactics, product demonstration, sales techniques, and sales control systems.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Communications and Media — Knowledge of media production, communication, and dissemination techniques and methods. This includes alternative ways to inform and entertain via written, oral, and visual media.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations']"
Management,Security Managers,[]
Management,Social and Community Service Managers,"['Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Psychology — Knowledge of human behavior and performance; individual differences in ability, personality, and interests; learning and motivation; psychological research methods; and the assessment and treatment of behavioral and affective disorders.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Therapy and Counseling — Knowledge of principles, methods, and procedures for diagnosis, treatment, and rehabilitation of physical and mental dysfunctions, and for career counseling and guidance.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'Sociology and Anthropology — Knowledge of group behavior and dynamics, societal trends and influences, human migrations, ethnicity, cultures, and their history and origins.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Communications and Media — Knowledge of media production, communication, and dissemination techniques and methods. This includes alternative ways to inform and entertain via written, oral, and visual media.\nRelated occupations']"
Management,Spa Managers,"['Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Sales and Marketing — Knowledge of principles and methods for showing, promoting, and selling products or services. This includes marketing strategy and tactics, product demonstration, sales techniques, and sales control systems.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations']"
Management,Supply Chain Managers,"['Transportation — Knowledge of principles and methods for moving people or goods by air, rail, sea, or road, including the relative costs and benefits.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Production and Processing — Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Sales and Marketing — Knowledge of principles and methods for showing, promoting, and selling products or services. This includes marketing strategy and tactics, product demonstration, sales techniques, and sales control systems.\nRelated occupations']"
Management,Training and Development Managers,"['Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Psychology — Knowledge of human behavior and performance; individual differences in ability, personality, and interests; learning and motivation; psychological research methods; and the assessment and treatment of behavioral and affective disorders.\nRelated occupations', 'Communications and Media — Knowledge of media production, communication, and dissemination techniques and methods. This includes alternative ways to inform and entertain via written, oral, and visual media.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations']"
Management,"Transportation, Storage, and Distribution Managers","['Transportation — Knowledge of principles and methods for moving people or goods by air, rail, sea, or road, including the relative costs and benefits.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Production and Processing — Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Education and Training — Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations']"
Management,Treasurers and Controllers,"['Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations']"
Management,Water Resource Specialists,"['Engineering and Technology — Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Design — Knowledge of design techniques, tools, and principles involved in production of precision technical plans, blueprints, drawings, and models.\nRelated occupations', 'Physics — Knowledge and prediction of physical principles, laws, their interrelationships, and applications to understanding fluid, material, and atmospheric dynamics, and mechanical, electrical, atomic and sub-atomic structures and processes.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Geography — Knowledge of principles and methods for describing the features of land, sea, and air masses, including their physical characteristics, locations, interrelationships, and distribution of plant, animal, and human life.\nRelated occupations', 'Building and Construction — Knowledge of materials, methods, and the tools involved in the construction or repair of houses, buildings, or other structures such as highways and roads.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Chemistry — Knowledge of the chemical composition, structure, and properties of substances and of the chemical processes and transformations that they undergo. This includes uses of chemicals and their interactions, danger signs, production techniques, and disposal methods.\nRelated occupations']"
Management,Wind Energy Development Managers,"['Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Building and Construction — Knowledge of materials, methods, and the tools involved in the construction or repair of houses, buildings, or other structures such as highways and roads.\nRelated occupations', 'Engineering and Technology — Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Design — Knowledge of design techniques, tools, and principles involved in production of precision technical plans, blueprints, drawings, and models.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Mechanical — Knowledge of machines and tools, including their designs, uses, repair, and maintenance.\nRelated occupations']"
Management,Wind Energy Operations Managers,"['Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Mechanical — Knowledge of machines and tools, including their designs, uses, repair, and maintenance.\nRelated occupations', 'Engineering and Technology — Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.\nRelated occupations', 'Public Safety and Security — Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.\nRelated occupations', 'Personnel and Human Resources — Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Production and Processing — Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.\nRelated occupations', 'Telecommunications — Knowledge of transmission, broadcasting, switching, control, and operation of telecommunications systems.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations']"
Military Specific,Air Crew Members,[]
Military Specific,Air Crew Officers,[]
Military Specific,Aircraft Launch and Recovery Officers,[]
Military Specific,Aircraft Launch and Recovery Specialists,[]
Military Specific,Armored Assault Vehicle Crew Members,[]
Military Specific,Armored Assault Vehicle Officers,[]
Military Specific,Artillery and Missile Crew Members,[]
Military Specific,Artillery and Missile Officers,[]
Military Specific,Command and Control Center Officers,[]
Military Specific,Command and Control Center Specialists,[]
Military Specific,First-Line Supervisors of Air Crew Members,[]
Military Specific,First-Line Supervisors of All Other Tactical Operations Specialists,[]
Military Specific,First-Line Supervisors of Weapons Specialists/Crew Members,[]
Military Specific,Infantry,[]
Military Specific,Infantry Officers,[]
Military Specific,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",[]
Military Specific,"Military Officer Special and Tactical Operations Leaders, All Other",[]
Military Specific,Special Forces,[]
Military Specific,Special Forces Officers,[]
Office and Administrative Support,Bill and Account Collectors,"['English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Law and Government — Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations']"
Office and Administrative Support,Billing and Posting Clerks,"['Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.\nRelated occupations']"
Office and Administrative Support,"Bookkeeping, Accounting, and Auditing Clerks","['Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations']"
Office and Administrative Support,Brokerage Clerks,"['English Language — Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.\nRelated occupations', 'Customer and Personal Service — Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.\nRelated occupations', 'Mathematics — Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.\nRelated occupations', 'Computers and Electronics — Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.\nRelated occupations', 'Economics and Accounting — Knowledge of economic and accounting principles and practices, the financial markets, banking, and the analysis and reporting of financial data.\nRelated occupations', 'Administrative — Knowledge of administrative and office procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and workplace terminology.\nRelated occupations']"
